category,has_experience,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,category_encoded
HR,0,0.420433605729325,-0.0007977561113350314,0.07145205383247666,-0.0013077240628317796,-0.1375573017123046,0.01615197084840041,-0.14704793873407984,0.4417899295326591,0.0363245749482028,0.14029679829656005,36
HR,1,0.37219845650360406,0.06193210034611116,0.08149290147708495,-0.08148315686741874,-0.09592327744257989,-0.008559225227650806,-0.14605258404710755,0.38844184444376256,0.09950975942878898,0.1889624878400005,36
HR,0,0.4328890472907642,-0.09275472485506593,0.11602783340560208,-0.10452381992775432,-0.1268955585053209,0.059709392683401474,-0.1411404133962639,0.3721014960410943,0.0448624349045731,0.18174864343165717,36
HR,1,0.33415030419366315,-0.010669602738962067,0.08770577388205697,-0.024695405445333142,-0.10499165219824003,0.034750268993301116,-0.09235538343329323,0.2914056357365562,0.08772803174050582,0.2108550386993432,36
HR,1,0.4417685755866408,-0.02604080483802785,0.11986967226345274,-0.07690200060725237,-0.1564355271564289,0.0747132922595598,-0.14985730665107727,0.4285574865022159,0.05957740582510941,0.20380792264209677,36
HR,0,0.4979902456604638,-0.049605024181836384,0.024703203287330628,-0.0715111377048844,-0.041780236758392354,0.01985511305047514,-0.10902771520964422,0.1393078329433173,0.021208622465194484,-0.03313331616935027,36
HR,0,0.477325655596895,-0.0714673551540649,-0.013186754298375297,0.053200689601276656,-0.0165202077410513,-0.004714164766285344,-0.1017175148900294,0.2884254489452967,0.020913534277704617,0.175666393232407,36
HR,1,0.5143095762057085,-0.09590358714053292,0.07087833243489887,-0.17651253518528284,-0.01844861318153207,0.03815001357261405,-0.1602092059633779,0.2698453016645517,-0.04578277872022924,0.05435437039264468,36
HR,1,0.3344553074021382,-0.04170981393162519,0.063821401447189,-0.06647977472619318,-0.14348346554455052,0.02701285843352524,-0.16171182795499756,0.5461388691753535,0.06380670061768393,0.2722115093031245,36
HR,0,0.408568820042448,-0.04635076964586912,-0.022816130980318223,0.03185817208347263,-0.057265921074452567,-0.020893979261487717,-0.07747675875213174,0.25480865609421477,0.04738617311553359,0.1749954023807657,36
HR,1,0.39801291657863425,-0.02118961980715156,0.040890813610263345,-0.004630943960473036,-0.11137990800213818,-0.004768334685366283,-0.12443734209393538,0.36987591574182377,0.04222683280408278,0.16196855556007012,36
HR,0,0.35183760678135273,-0.02203087413727168,0.11119416628203513,0.031751678502573856,-0.11113929183962437,0.0028401509534592573,-0.1324468187178919,0.3958932824199826,0.08796354230714008,0.20740592995820245,36
HR,0,0.5529306166944375,-0.04910789157800865,0.07709927300739909,0.015007002891293444,-0.17324647453001907,0.05789206653329978,-0.08277610873258934,0.3736709480452809,0.00678146219772226,0.17554146833818982,36
HR,0,0.3864514057482295,-0.01968647947937708,0.12084728274946853,-0.10278392323871231,-0.10109845555051951,0.013586701413692788,-0.209949101256203,0.43623263066010887,0.04581007719945106,0.16220475372469229,36
HR,0,0.3901220595851902,0.13938009847668437,0.055615450617648214,-0.046660098657327446,-0.07655388947734633,-0.05085269875665558,-0.12508975704337624,0.2454132411553737,0.09248745409535154,0.07456418517500105,36
HR,0,0.3551874953554889,0.047581746099894774,0.11094432481788682,0.005810123791512168,-0.18134552863229883,-0.0239283543387098,-0.10867903753497728,0.41002146009483764,0.06666170587473731,0.2406342421205856,36
HR,0,0.41410738973509326,0.009412582382273736,0.05656008386464402,-0.05367850751233394,-0.16400609618552214,-0.0014168933867453107,-0.15611378781006593,0.42922937954128426,0.07741252695678799,0.2079753086117694,36
HR,0,0.3379870897187821,0.08348355405456395,0.08603309139643024,-0.10328745917587519,-0.08896103218930411,-0.04014325276800794,-0.1444634643327448,0.31553505509360064,0.030845164140314945,0.09582420459591863,36
